brand,model,rmse,mape,mae,iqr_25_75,iqr_10_90
kia,e-niro,2837.69,6.13,1910.0,0,0
kia,e-soul,9143.33,67.61,8590.0,7000,12200
kia,ev6,3715.68,6.44,2793.0,0,0
kia,ev9,2422.31,2.57,1847.0,3100,7400
kia,joice,0.0,0.0,0.0,0,0
kia,k2500,1025.0,0.1783328439289385,1025.0,1000,1600
kia,k2500 frontier,0.0,0.0,0.0,0,0
kia,magentis,0.0,0.0,0.0,0,0
kia,niro,2291.78,4.68,1193.0,100,500
kia,niro phev,4750.0,0.1797743055555555,4750.0,4800,7600
kia,opirus,1721.91,59.06,1433.0,2200,3300
kia,optima,2424.0,12.99,1826.0,0,0
kia,optima gt,0.0,0.0,0.0,0,0
kia,optima hïbrido enchufable,3555.0,0.2126126195618636,3555.0,3600,5700
kia,optima phev,0.0,0.0,0.0,0,0
kia,optima sw,1155.0,0.0767089331994369,1155.0,1200,1800
kia,picanto,1466.18,10.71,966.0,100,200
kia,pride,0.0,0.0,0.0,0,0
kia,pro_cee'd,2149.57,15.54,1314.0,0,0
kia,pro_cee'd gt,12008.13,1891.7,9739.0,4800,15100
kia,proceed,3358.41,18.15,2560.0,0,0
kia,rio,1245.5,8.92,864.0,100,200
kia,sephia ii,244.94897427831785,0.1625,200.0,300,500
kia,shuma,479.74,31.75,462.0,600,900
kia,sorento,3005.95,20.53,1982.0,0,200
kia,soul,3623.18,42.46,2662.0,1600,6400
kia,soul ev,1125.62,5.9,785.0,1800,5300
kia,sportage,1969.35,7.49,1267.0,600,1500
kia,stinger,6225.51,14.2,4725.0,5000,8800
kia,stonic,1445.08,5.08,833.0,100,500
kia,venga,1262.01,16.59,1109.0,2000,4700
kia,xceed,1736.53,5.35,1112.0,200,700
lada,214,0.0,0.0,0.0,0,0
lada,niva,1290.01,122.09,924.0,800,2800
lamborghini,gallardo,0.0,0.0,0.0,0,0
lancia,dedra,0.0,0.0,0.0,0,0
lancia,delta,5139.15,85.01,3065.0,0,0
lancia,lybra,967.4,30.48,800.0,1500,2300
lancia,musa,2287.21,52.33,2025.0,2000,5200
lancia,phedra,1023.17,25.98,806.0,2200,3000
lancia,thema,3682.53,39.77,3476.0,6200,8400
lancia,voyager,3034.04,17.83,2278.0,2600,7200
lancia,y,816.496580927726,0.4444444444444444,666.6666666666666,1000,1600
lancia,ypsilon,1474.83,39.51,1139.0,0,0
lancia,ypsilon elefantino,0.0,0.0,0.0,0,0
land-rover,defender,11914.34,28.09,8333.0,200,500
land-rover,discovery,5408.15,36.73,3456.0,0,100
land-rover,discovery 4,6176.38,19.62,4604.0,0,0
land-rover,discovery sport,3445.26,10.25,2278.0,100,400
land-rover,freelander,1926.39,31.45,1490.0,0,100
land-rover,range rover,10213.13,36.95,7097.0,0,100
land-rover,range rover evoque,3922.75,10.7,2649.0,800,2100
land-rover,range rover sport,6694.39,12.31,4461.0,1000,2500
land-rover,range rover velar,6564.26,11.34,4650.0,400,1300
ldv,maxus,0.0,0.0,0.0,0,0
lexus,ct,1459.39,6.49,994.0,0,0
lexus,es,1374.03,2.26,766.0,0,0
lexus,gs,9587.41,52.09,8796.0,10000,17100
lexus,gs300,13811.99,126.41,11750.0,13400,19500
lexus,gs450h,4232.26,28.95,3903.0,6300,8100
lexus,is,1581.42,6.56,1014.0,0,0
lexus,is200,1799.15,33.82,1564.0,2000,4300
lexus,is220d,2378.47,29.08,1706.0,2900,5100
lexus,is250,2486.95,29.98,2016.0,3000,6300
lexus,is300,6336.52,78.63,6000.0,7400,12000
lexus,lbx,2774.97,5.2,2037.0,3400,5700
lexus,lc,0.0,0.0,0.0,0,0
lexus,ls,36233.8,30.69,28703.0,15300,40800
lexus,ls400,1385.6406460551018,0.0999999999999999,800.0,1200,1900
lexus,ls430,0.0,0.0,0.0,0,0
lexus,ls460,0.0,0.0,0.0,0,0
lexus,ls600h,9535.512588913787,0.3158197304668854,6699.666666666667,10000,16100
lexus,nx,3627.22,7.16,2200.0,100,200
lexus,rc,6112.81,14.87,5210.0,9900,13200
lexus,rx,8801.34,8.95,4631.0,0,0
lexus,rx300,2099.02,41.91,1799.0,1700,2700
lexus,rx350,100.0,0.0144957983193277,100.0,100,200
lexus,rx400h,1631.31,15.73,1476.0,3400,4700
lexus,rz,4502.56,6.86,3889.0,2400,4800
lexus,sc,0.0,0.0,0.0,0,0
lexus,sc430,2049.76,12.51,2024.0,3400,6300
lexus,ux,3209.71,6.78,2029.0,300,700
lotus,elise,0.0,0.0,0.0,0,0
lotus,emira,0.0,0.0,0.0,0,0
lotus,exige,0.0,0.0,0.0,0,0
lynk & co,01,1093.38,2.48,683.0,100,300
mahindra,goa,0.0,0.0,0.0,0,0
mahindra,goa pick-up,3193.591238715437,0.7020593460953051,3097.5,5600,6700
mahindra,pikup,0.0,0.0,0.0,0,0
mahindra,xuv500,2335.29,8.69,1303.0,1700,5000
maserati,3200 gt,2450.0,0.0899698996655518,2450.0,2400,3900
maserati,coupe,1450.5,0.0462198788085236,1450.5,1400,2300
maserati,ghibli,7837.24,14.54,5851.0,0,0
maserati,grancabrio,23841.267443937064,0.2309979812571767,16663.333333333332,25000,40000
maserati,granturismo,10236.22,27.08,9487.0,8900,24400
maserati,grecale,5374.09,5.13,4435.0,12400,25100
maserati,levante,7815.53,10.51,5786.0,0,0
maserati,quattroporte,18455.68,48.35,14999.0,16400,35100
maxus,euniq 5,5163.977794943223,0.1139666240600966,4000.0,6000,9600
maxus,t90,8047.734670907916,0.1157048067559121,4936.666666666667,7400,11800
mazda,121,0.0,0.0,0.0,0,0
mazda,323,1134.85,75.67,1114.0,2200,2700
mazda,626,191.43,8.93,166.0,1000,1800
mazda,929,0.0,0.0,0.0,0,0
mazda,b-2500,1750.0,0.375,1750.0,1800,2800
mazda,cx-3,1511.78,7.33,905.0,0,100
mazda,cx-30,1769.36,5.83,1327.0,100,200
mazda,cx-5,1918.59,5.63,1207.0,100,400
mazda,cx-60,5211.6,8.28,4117.0,0,0
mazda,cx-7,1726.19,25.01,1426.0,0,0
mazda,cx-80,0.0,0.0,0.0,0,0
mazda,cx-9,3754.01,24.21,3171.0,5500,8800
mazda,mazda2,1422.6,8.89,1051.0,0,100
mazda,mazda3,1952.0,16.45,1328.0,100,400
mazda,mazda5,1808.32,36.3,1297.0,0,0
mazda,mazda6,2512.75,39.68,1481.0,0,100
mazda,mpv,125.0,0.0322916666666666,125.0,100,200
mazda,mx-30,2331.22,6.4,1649.0,0,0
mazda,mx3,0.0,0.0,0.0,0,0
mazda,mx5,3574.4,33.4,2560.0,0,0
mazda,mx6,0.0,0.0,0.0,0,0
mazda,premacy,928.87,53.01,743.0,700,1400
mazda,rx-8,3451.15,40.07,3125.0,5200,7600
mazda,rx7,0.0,0.0,0.0,0,0
mercedes-benz,100d,2022.17,71.95,1843.0,4000,6200
mercedes-benz,140d,1395.22996909709,0.2293906810035842,1066.6666666666667,1600,2600
mercedes-benz,180d,3035.59,20.76,2353.0,0,0
mercedes-benz,190,3259.98,48.91,2501.0,0,0
mercedes-benz,200,2980.14,35.16,2137.0,0,0
mercedes-benz,220,3289.61,30.91,2368.0,0,100
mercedes-benz,230,3021.27,55.07,2222.0,2400,5600
mercedes-benz,260,5089.48,63.64,4161.0,10500,16800
mercedes-benz,280,3778.05,103.88,2994.0,4500,10200
mercedes-benz,300,6101.06,63.27,3757.0,0,0
mercedes-benz,400,4628.31,69.82,4400.0,2400,6300
mercedes-benz,420,4531.74,226.65,3716.0,5500,10600
mercedes-benz,500,3152.73,49.89,2875.0,3600,7400
mercedes-benz,600,4250.0,1.0431818181818182,4250.0,4200,6800
mercedes-benz,amg gt,40320.63,226.79,25285.0,24800,75200
mercedes-benz,citan,2538.78,12.55,1616.0,0,0
mercedes-benz,cla,7508.21,12.65,4757.0,1000,3000
mercedes-benz,clase a,5255.91,11.63,3294.0,3400,8600
mercedes-benz,clase b,2418.31,10.89,1645.0,600,1700
mercedes-benz,clase c,6083.46,15.83,3617.0,3400,8800
mercedes-benz,clase cl,5992.77,34.39,5022.0,0,0
mercedes-benz,clase cla,4544.84,12.47,3043.0,600,1900
mercedes-benz,clase clc,1900.31,31.1,1354.0,0,0
mercedes-benz,clase clk,3424.98,31.14,2195.0,100,300
mercedes-benz,clase cls,4129.56,19.18,2797.0,0,100
mercedes-benz,clase e,7030.52,21.18,3691.0,1200,3100
mercedes-benz,clase g,13647.32,17.36,11223.0,0,0
mercedes-benz,clase gl,5912.66,21.16,4791.0,0,0
mercedes-benz,clase gla,3759.75,9.15,2309.0,100,500
mercedes-benz,clase glc,5472.87,9.76,3614.0,1300,3500
mercedes-benz,clase gle,6629.28,10.61,3716.0,0,0
mercedes-benz,clase gle coupe,11579.02,14.23,7959.0,0,100
mercedes-benz,clase glk,2593.01,14.43,1972.0,0,0
mercedes-benz,clase gls,5937.82,9.53,3875.0,4900,12300
mercedes-benz,clase m,3468.72,22.12,2322.0,200,600
mercedes-benz,clase r,2935.09,35.15,2559.0,0,0
mercedes-benz,clase s,9586.16,22.68,6055.0,100,300
mercedes-benz,clase sl,10453.13,28.11,7138.0,0,0
mercedes-benz,clase sl r129,2914.21,21.71,2375.0,3000,4200
mercedes-benz,clase slc,16447.33,199.95,12600.0,9600,23300
mercedes-benz,clase slk,4241.96,23.14,2758.0,100,400
mercedes-benz,clase t,1769.37,2.9,959.0,0,0
mercedes-benz,clase v,10471.46,19.47,7625.0,900,2400
mercedes-benz,clase x,10805.65,27.16,9376.0,14600,25900
mercedes-benz,cle,8348.95,11.82,7224.0,11000,14400
mercedes-benz,cls,6764.56,15.35,4934.0,0,0
mercedes-benz,eqa,6450.21,10.85,4693.0,0,100
mercedes-benz,eqb,6859.09,11.46,5681.0,0,100
mercedes-benz,eqc,4656.11,7.02,3311.0,0,0
mercedes-benz,eqe,8990.77,11.14,6944.0,0,0
mercedes-benz,eqe suv,14026.73,15.37,13102.0,16200,35000
mercedes-benz,eqs,9432.96,6.62,7333.0,12700,18000
mercedes-benz,eqs suv,11757.93,11.74,11355.0,15400,19900
mercedes-benz,eqt,4010.44,7.4,3024.0,5000,10000
mercedes-benz,eqv,13797.88,12.45,8586.0,10900,25200
mercedes-benz,gla,5311.7,8.54,3376.0,500,1700
mercedes-benz,glb,6901.15,8.41,4104.0,100,400
mercedes-benz,glc,6959.3,7.14,4878.0,0,100
mercedes-benz,glc coupe,6146.4,7.96,3779.0,500,1500
mercedes-benz,gle,8844.0,8.08,5860.0,200,700
mercedes-benz,gle coupe,8315.42,7.74,5575.0,0,0
mercedes-benz,gls,16913.3,21.38,13066.0,11300,31600
mercedes-benz,mercedes-amg gt,12502.68,10.07,10187.0,21000,35100
mercedes-benz,mercedes-amg sl,14515.078366994783,0.4176136363636363,13875.0,25100,29800
mercedes-benz,sl-klasse,6143.85,68.51,5647.0,8500,12100
mercedes-benz,sprinter,5618.58,30.06,3890.0,0,100
mercedes-benz,vaneo,962.6,35.41,774.0,1000,2400
mercedes-benz,viano,5871.71,27.2,4321.0,100,400
mercedes-benz,vito,6337.0,31.02,4357.0,400,1100
mg,ehs,1676.83,2.7,693.0,0,0
mg,hs,2940.71,7.16,1783.0,0,0
mg,marvel r,3921.3,8.01,3258.0,9000,10000
mg,mg3 hybrid+,1744.58,5.77,1226.0,800,4200
mg,mg4,5154.23,17.38,4368.0,4400,10000
mg,mg5,2636.0,7.28,1978.0,2900,3700
mg,mgf,713.8,12.99,650.0,1100,4500
mg,tf,1385.6406460551018,0.0898876404494382,800.0,1200,1900
mg,zr,1523.75,71.48,1349.0,2400,4500
mg,zs,1071.86,4.0,632.0,0,200
mg,zs ev,5345.94,17.85,4254.0,5600,13800
mg,zt,1622.4980739587952,2.506730769230769,1575.0,2900,3300
mini,clubman,2581.61,14.37,1732.0,0,100
mini,cooper,4399.45,29.05,3074.0,200,400
mini,countryman,4014.46,11.81,2296.0,500,1400
mini,mini,3873.68,19.06,2481.0,1400,3500
mini,paceman,3982.52,18.73,2936.0,0,0
mitsubishi,3000 gt,706.16,3.86,665.0,800,3500
mitsubishi,asx,1538.38,7.51,953.0,0,100
mitsubishi,canter,12188.18,37.35,12027.0,14000,39300
mitsubishi,carisma,699.31,32.67,579.0,900,1300
mitsubishi,colt,2220.89,17.4,1547.0,0,0
mitsubishi,eclipse,5110.75,43.32,3874.0,5500,14700
mitsubishi,eclipse cross,1944.11,3.75,1012.0,0,100
mitsubishi,galant,1198.95788082818,0.6629464285714286,1125.0,1900,2600
mitsubishi,grandis,693.75,13.54,630.0,1700,2800
mitsubishi,i-miev,0.0,0.0,0.0,0,0
mitsubishi,l200,4187.88,22.34,2774.0,0,0
mitsubishi,lancer,22610.29,241.4,20424.0,38000,50000
mitsubishi,montero,3680.44,35.5,2588.0,200,600
mitsubishi,montero io,1196.68,18.71,1030.0,1200,2800
mitsubishi,montero sport,3513.97,44.41,3075.0,0,0
mitsubishi,outlander,2478.89,9.66,1321.0,0,100
mitsubishi,space gear,745.0,0.0731049758153345,745.0,700,1200
mitsubishi,space star,1951.29,23.9,1368.0,0,0
mitsubishi,space wagon,1703.43,183.06,1649.0,1500,2100
morgan,04-apr,16995.0,0.7010777467993599,16995.0,17000,27200
morgan,4,0.0,0.0,0.0,0,0
morgan,roadster,36004.62933198082,1.663314711359404,25666.666666666668,38500,61600
nissan,100 nx,2233.89,57.08,1994.0,3500,4400
nissan,200 sx,5817.8604314644745,0.3331957460028583,3675.0,3900,10100
nissan,300 zx,9883.39,51.55,9466.0,11700,15700
nissan,350z,1531.51,6.32,1213.0,2900,5000
nissan,370z,12924.86,44.38,9721.0,14200,20800
nissan,almera,1545.43,55.8,968.0,0,0
nissan,almera tino,737.67,29.73,578.0,0,0
nissan,ariya,3317.6,6.31,2765.0,5300,8300
nissan,cabstar,6448.78,169.65,4962.0,0,0
nissan,cabstar e,3887.76,59.33,3567.0,4200,7600
nissan,camion,5499.28,36.8,3334.0,3700,13600
nissan,cube,0.0,0.0,0.0,0,0
nissan,e-nv200 evalia,3820.61,26.44,3310.0,4500,7800
nissan,evalia,4957.93,38.32,2972.0,1400,5400
nissan,gt-r,29159.68,47.67,25174.0,21400,32500
nissan,juke,1637.7,7.66,1102.0,400,1000
nissan,leaf,2615.01,14.11,1745.0,0,100
nissan,maxima qx,765.1472080586847,0.3517819960781935,750.25,1400,1600
nissan,micra,1299.85,11.06,858.0,100,500
nissan,murano,2654.43,28.29,2096.0,0,0
nissan,navara,3767.22,21.08,2759.0,0,0
nissan,note,930.14,12.71,610.0,0,0
nissan,np300 navara,10790.18,160.98,8108.0,16200,23100
nissan,np300 pick up,2881.37,30.6,2796.0,2700,5000
nissan,nv200,4120.39,27.65,3223.0,6400,10900
nissan,nv200 evalia,3568.97,17.99,2584.0,3000,6000
nissan,nv300,9709.26,42.82,7018.0,15200,27500
nissan,pathfinder,3783.35,25.79,2689.0,0,0
nissan,patrol,4265.14,70.52,2790.0,0,0
nissan,patrol gr,5630.6,29.46,3966.0,0,0
nissan,pick-up,2874.87,21.47,1924.0,2000,6700
nissan,pixo,628.74,11.56,400.0,600,1300
nissan,primastar,17228.48,129.57,14109.0,12000,28300
nissan,primera,964.23,57.59,790.0,0,0
nissan,pulsar,1335.9,8.01,869.0,0,0
nissan,qashqai,1755.79,7.54,1246.0,700,1800
nissan,qashqai+2,2161.7,22.1,1700.0,0,0
nissan,serena,1625.7,36.91,1143.0,2500,4000
nissan,sunny,250.0,0.1458333333333333,250.0,200,400
nissan,terrano,3052.46,48.35,2474.0,0,0
nissan,terrano ii,3160.32,82.94,2112.0,0,100
nissan,tiida,2367.54,54.0,1674.0,900,2400
nissan,townstar,3276.3,10.17,2429.0,0,0
nissan,trade,3394.99,52.19,2074.0,2100,7700
nissan,vanette,2815.15,110.09,2400.0,2500,4300
nissan,vanette cargo,1503.84,71.91,1395.0,2800,3000
nissan,x-trail,3193.9,13.22,2092.0,200,500
omoda,5,815.86,2.14,572.0,1900,3400
opel,adam,1562.33,11.56,1039.0,0,0
opel,agila,2248.4,44.54,1976.0,2500,4400
opel,ampera,3073.54,27.56,2400.0,3200,4500
opel,antara,1886.15,26.99,1449.0,0,0
opel,ascona,1850.0,1.228864734299517,1850.0,1800,3000
opel,astra,1748.73,28.53,1082.0,600,1600
opel,astra electric,4491.0,11.05,4297.0,4400,8300
opel,astra phev,4236.2,9.67,3264.0,0,0
opel,cabrio,1629.63,10.4,990.0,0,0
opel,calibra,1677.82,80.17,1307.0,1800,3000
opel,combo,2447.42,48.78,1622.0,0,0
opel,combo life,2505.11,10.28,1661.0,0,200
opel,combo-e life,4674.28,16.94,4444.0,4100,8300
opel,corsa,1236.67,17.04,849.0,600,1400
opel,corsa electric,4618.859888183086,0.0789682559927803,2680.0,4000,6400
opel,corsa-e,2514.48,9.12,1766.0,0,0
opel,crossland,1436.48,5.93,988.0,100,200
opel,crossland x,1472.91,8.42,1056.0,0,100
opel,frontera,1416.29,61.06,1280.0,0,0
opel,grandland,3493.71,7.0,2024.0,0,100
opel,grandland phev,4897.19,9.08,3175.0,0,0
opel,grandland x,2014.8,8.17,1400.0,100,300
opel,grandland x phev,3903.74,12.18,2497.0,0,0
opel,gt,2350.79,12.36,1827.0,2100,6200
opel,gtc,5120.72,70.94,4423.0,7800,10200
opel,insignia,1944.43,17.69,1285.0,200,700
opel,kadett,5468.82,78.06,3648.0,0,0
opel,karl,1411.18,14.16,1107.0,1500,3100
opel,meriva,1454.7,33.96,1151.0,0,0
opel,mokka,1543.25,6.82,1048.0,200,400
opel,mokka x,1139.35,5.08,662.0,0,100
opel,mokka-e,3941.85,12.35,2816.0,0,0
opel,monterey,1294.5,59.35,977.0,1100,2600
opel,movano,9922.22,29.98,5788.0,9700,19800
opel,omega,1337.33,62.89,1082.0,1400,2900
opel,signum,294.3920288775949,0.1574074074074074,200.0,300,500
opel,speedster,0.0,0.0,0.0,0,0
opel,tigra,1214.51,55.63,1040.0,1100,2200
opel,vectra,1363.0,41.8,996.0,100,200
opel,vivaro,4931.67,29.11,3642.0,0,100
opel,zafira,1508.82,46.14,1063.0,200,600
opel,zafira life,7337.1,26.11,7026.0,13200,20800
opel,zafira tourer,1413.55,11.04,1004.0,0,0
opel,zafira-e life,0.0,0.0,0.0,0,0
peugeot,1007,907.4,20.69,739.0,0,0
peugeot,106,2049.52,100.41,1464.0,0,0
peugeot,107,928.95,20.75,652.0,0,0
peugeot,108,1563.3,13.46,1134.0,0,0
peugeot,2008,1732.71,8.42,1269.0,700,1900
peugeot,205,2503.21,51.14,1420.0,0,0
peugeot,206,1138.43,45.45,847.0,100,400
peugeot,206 +,1126.56,21.14,888.0,1000,3300
peugeot,206 sw,807.54,44.08,741.0,1000,1700
peugeot,207,1229.67,27.78,952.0,400,1000
peugeot,207 +,976.65,9.93,704.0,1100,3600
peugeot,208,1502.94,9.2,1034.0,600,1500
peugeot,3008,1985.31,7.98,1377.0,700,1900
peugeot,3008 hybrid,4672.35,12.05,3069.0,100,700
peugeot,3008 plug-in hybrid,15410.218741687824,5.732185550316712,11165.0,16700,26800
peugeot,306,1098.67,51.94,792.0,0,0
peugeot,307,1076.22,44.36,818.0,100,400
peugeot,307 sw,1113.63,52.06,835.0,0,100
peugeot,308,1970.91,13.81,1328.0,1000,2300
peugeot,309,5650.0,2.5801666666666665,5650.0,5600,9000
peugeot,4007,2617.61,60.59,1962.0,2600,6200
peugeot,4008,5200.35,432.18,4337.0,4200,11700
peugeot,405,405.52,21.63,362.0,400,1300
peugeot,406,918.53,39.05,656.0,0,0
peugeot,407,1521.15,39.95,1123.0,100,300
peugeot,407 sw,1302.69,32.19,919.0,0,0
peugeot,408,3181.5,7.19,2395.0,0,600
peugeot,5008,1585.0,6.94,1138.0,400,1100
peugeot,5008 hybrid,10436.5,31.35,6779.0,2700,8400
peugeot,505,2650.0,0.6563657407407407,2650.0,2600,4200
peugeot,508,2209.11,11.57,1449.0,300,800
peugeot,508 hybrid,7023.55,17.89,5251.0,0,0
peugeot,605,2251.6660498395404,0.8125,1300.0,2000,3100
peugeot,607,1570.75,50.03,1160.0,0,0
peugeot,806,1348.22,138.6,1100.0,500,1500
peugeot,807,2146.15,47.41,1386.0,0,0
peugeot,bipper,1332.75,23.01,1119.0,2100,4300
peugeot,boxer,8885.5,56.95,5944.0,0,0
peugeot,e-2008,3701.87,8.58,2204.0,0,0
peugeot,e-208,3642.78,10.58,2609.0,0,400
peugeot,e-3008,3177.49,5.12,2670.0,3800,5200
peugeot,e-308,5345.5,12.99,4077.0,4700,11600
peugeot,e-5008,5250.0,0.6943548387096774,5250.0,5200,8400
peugeot,e-rifter,6861.26,26.77,5108.0,3500,13400
peugeot,e-traveller,14725.98,135.43,14073.0,23700,35400
peugeot,ion,2909.530317193252,0.5589823156489824,2330.0,3500,5600
peugeot,j5,3061.46,52.89,3051.0,6100,9000
peugeot,partner,2182.13,24.42,1650.0,300,800
peugeot,partner origin,2475.0,0.452336083060731,2475.0,2500,4000
peugeot,rcz,1843.98,11.56,1372.0,0,0
peugeot,rifter,2523.39,8.93,1678.0,500,1400
peugeot,traveller,7399.46,20.69,4420.0,0,0
piaggio,porter,952.6279441628824,0.4378289473684211,775.0,1000,2000
piaggio,quargo,2786.2758896658697,0.6091954022988505,1766.6666666666667,2600,4200
polestar,2,8552.37,17.99,7427.0,8600,16600
pontiac,firebird,4341.964561117467,0.4308806789047277,3712.5,6100,8500
pontiac,trans am,7649.55064039712,1.6608990147783251,7312.5,12800,16100
porsche,718,14839.0,12.91,9228.0,0,100
porsche,911,18595.51,18.42,13428.0,100,400
porsche,928,19425.04,36.86,14687.0,16900,33200
porsche,944,4360.59,21.53,4099.0,3700,6300
porsche,968,3521.836642056717,0.0917796184738955,2366.6666666666665,3600,5700
porsche,boxster,6482.8,15.36,3525.0,0,0
porsche,cayenne,9283.96,14.18,5505.0,400,1300
porsche,cayenne coupe,10842.2,7.72,6931.0,0,0
porsche,cayman,5899.16,10.3,4223.0,0,0
porsche,macan,8129.51,9.51,5511.0,800,2100
porsche,panamera,11023.0,15.33,8130.0,400,1200
porsche,taycan,17694.89,17.67,14999.0,0,100
renault,5,4395.01,188.72,2565.0,0,0
renault,alpine,17320.508075688773,0.1666666666666666,10000.0,15000,24000
renault,arkana,1507.07,4.06,1074.0,100,400
renault,austral,2906.71,5.85,1997.0,100,300
renault,avantime,1995.5,0.3743747185231852,1995.5,2000,3200
renault,captur,1710.4,7.23,1168.0,400,1000
renault,clio,2223.91,19.26,1301.0,1500,3000
renault,clio campus,1299.54,65.06,1107.0,1900,2900
renault,clio iii,2408.56,106.13,1485.0,0,0
renault,espace,2971.63,11.39,1713.0,100,300
renault,express,532.16,34.66,434.0,500,1400
renault,fluence,1508.44,20.85,1234.0,0,0
renault,fuego,1600.0,0.3248120300751879,1600.0,1600,2600
renault,grand espace,1594.29,37.69,1413.0,0,0
renault,grand kangoo combi,4367.45,59.54,3448.0,4100,15600
renault,grand modus,1811.29,58.97,1504.0,2600,3300
renault,grand scenic,1504.52,18.04,1032.0,100,300
renault,kadjar,2102.04,7.95,1417.0,100,300
renault,kangoo,1895.65,44.96,1357.0,0,100
renault,kangoo combi,4539.95,16.64,2650.0,0,100
renault,kangoo combi e-tech,0.0,0.0,0.0,0,0
renault,koleos,1826.62,12.32,1237.0,0,0
renault,laguna,1225.07,27.85,821.0,100,300
renault,latitude,2171.67,22.21,1860.0,2100,5300
renault,mascott,6156.88,121.91,5357.0,9700,12500
renault,master,8893.72,98.84,5917.0,0,0
renault,master propulsion,9150.0,0.8658358208955224,9150.0,9200,14600
renault,maxity,0.0,0.0,0.0,0,0
renault,megane,2540.77,22.36,1414.0,1500,3300
renault,megane e-tech,3438.58,47.56,2592.0,0,0
renault,modus,1613.19,39.12,1166.0,0,0
renault,r11,1633.79,54.44,1348.0,1200,3200
renault,r18,1385.83,20.52,800.0,500,1700
renault,r19,1522.9,64.6,1120.0,1300,3800
renault,r21,1364.5,37.15,1250.0,1600,1800
renault,r25,1443.3756729740644,0.238095238095238,1166.6666666666667,1800,2800
renault,r4,2213.95,101.53,1866.0,0,0
renault,r5,8352.85,104.91,4907.0,8800,14900
renault,r6,105.0,0.0363172043010752,105.0,100,200
renault,r9,850.04,27.19,710.0,1200,1900
renault,rafale,0.0,0.0,0.0,0,0
renault,safrane,0.0,0.0,0.0,0,0
renault,scenic,1769.61,31.15,1082.0,200,700
renault,scenic e-tech,27746.490018258766,8.216816490698845,17058.333333333332,25600,40900
renault,spider,1000.0,0.0149286987522281,1000.0,1000,1600
renault,symbioz,1447.61,3.47,1243.0,1500,5300
renault,talisman,1910.38,8.77,1380.0,0,0
renault,trafic,5529.96,26.68,3718.0,100,400
renault,twingo,2241.55,23.56,1343.0,0,0
renault,twingo e-tech,2359.22,9.76,2178.0,3900,4600
renault,twizy,2923.18,43.4,2210.0,1800,3400
renault,vel satis,1961.02,97.4,1859.0,2700,4900
renault,wind,0.0,0.0,0.0,0,0
renault,zoe,3429.63,15.25,2333.0,100,200
renault v.i.,camion,9200.0,0.4849413676999884,9200.0,9200,14700
rolls-royce,silver seraph,0.0,0.0,0.0,0,0
rolls-royce,silvier,0.0,0.0,0.0,0,0
rover,100,0.0,0.0,0.0,0,0
rover,200,1635.49,53.71,1450.0,2300,4300
rover,25,278.3882181415011,0.1490176232436294,225.0,300,600
rover,400,2260.87,54.68,1983.0,2100,2800
rover,45,544.15,33.38,466.0,1000,1500
rover,600,329.43132820058264,0.1902255596162631,297.5,500,700
rover,75,772.46,39.67,676.0,1300,2000
rover,800,550.0,0.348731884057971,550.0,600,900
rover,cabriolet,0.0,0.0,0.0,0,0
rover,mini,6105.83,52.14,5795.0,5900,19000
rover,sd,4069.7051490249264,0.7048997493734336,3875.0,6900,8400
rover,streetwise,0.0,0.0,0.0,0,0
saab,09-mar,2906.97,40.68,1627.0,0,0
saab,09-may,2678.6,54.34,2003.0,2300,3900
saab,900,2495.26,131.71,2198.0,4000,4900
saab,9000,0.0,0.0,0.0,0,0
santana,300,1034.04,14.32,982.0,1700,2000
santana,350,250.5,0.0591536634158539,250.5,200,400
santana,anibal,1976.916854599606,0.2072746387939286,1549.75,2100,3900
santana,anibal pick up,0.0,0.0,0.0,0,0
seat,alhambra,1914.51,12.49,1331.0,0,100
seat,altea,1498.63,30.2,1133.0,0,200
seat,altea freetrack,1070.72,14.73,969.0,1400,3000
seat,altea xl,1362.29,15.93,928.0,0,100
seat,arona,1387.36,5.85,963.0,400,1100
seat,arosa,885.26,74.55,701.0,0,0
seat,ateca,1859.1,5.81,1279.0,300,900
seat,cordoba,821.08,36.41,632.0,0,100
seat,exeo,1971.56,19.28,1482.0,0,0
seat,ibiza,1447.58,20.36,1030.0,1300,2800
seat,inca,456.53,27.19,340.0,600,1200
seat,leon,2017.53,15.76,1461.0,2000,4100
seat,malaga,1423.16,30.3,1350.0,1800,3500
seat,marbella,1314.83,66.91,949.0,0,0
seat,mii,2462.74,19.87,1659.0,0,0
seat,ronda,0.0,0.0,0.0,0,0
seat,tarraco,2551.57,5.97,1857.0,0,100
seat,terra,2082.2424610661137,1.014445371142619,1267.0,1900,3000
seat,toledo,1196.38,34.13,800.0,100,200
seres,seres 3,1500.0,0.0390304388749255,1500.0,1500,2400
seres,seres 5,0.0,0.0,0.0,0,0
skoda,citigo,1546.46,9.49,1034.0,0,0
skoda,enyaq,10098.93,21.87,8701.0,18300,23500
skoda,enyaq coupe,4141.33,6.67,2782.0,4000,6500
skoda,fabia,1463.96,16.15,971.0,100,300
skoda,felicia,3451.08678534748,0.823529411764706,2500.0,3800,6000
skoda,kamiq,1583.33,5.26,1068.0,100,200
skoda,karoq,1908.14,4.36,1089.0,100,200
skoda,kodiaq,2913.21,6.62,1990.0,0,100
