brand,model,rmse,mape
nissan,np300 navara,10790.18,160.98
nissan,np300 pick up,2881.37,30.6
nissan,nv200,4120.39,27.65
nissan,nv200 evalia,3568.77,17.99
nissan,nv300,9708.4,42.81
nissan,pathfinder,4071.65,50.29
nissan,patrol,4265.14,70.52
nissan,patrol gr,5826.56,99.72
nissan,pick-up,2874.87,21.47
nissan,pixo,628.82,11.56
nissan,primastar,17228.48,129.57
nissan,primera,964.23,57.59
nissan,pulsar,1383.58,8.56
nissan,qashqai,2111.28,16.44
nissan,qashqai+2,2161.7,22.1
nissan,serena,1625.7,36.91
nissan,sunny,250.0,0.14583333333333331
nissan,terrano,3052.46,48.35
nissan,terrano ii,3160.32,82.94
nissan,tiida,2367.4,54.0
nissan,townstar,3276.3,10.17
nissan,trade,3394.99,52.19
nissan,vanette,2815.15,110.09
nissan,vanette cargo,1503.84,71.91
nissan,x-trail,2822.93,14.3
omoda,5,815.86,2.14
opel,adam,1562.33,11.56
opel,agila,2248.4,44.54
opel,ampera,3073.54,27.56
opel,antara,1850.14,26.42
opel,ascona,1850.0,1.228864734299517
opel,astra,1626.53,30.69
opel,astra electric,4491.0,11.05
opel,astra phev,4236.2,9.67
opel,cabrio,1672.27,11.76
opel,calibra,1677.82,80.17
opel,combo,3095.49,43.33
opel,combo life,2525.37,10.29
opel,combo-e life,4674.28,16.94
opel,corsa,1649.02,21.17
opel,corsa electric,3780.699523750716,0.12106035104261831
opel,corsa-e,3069.64,13.28
opel,crossland,1479.12,6.19
opel,crossland x,2012.61,11.08
opel,frontera,1416.29,61.06
opel,grandland,3493.71,7.0
opel,grandland phev,4586.04,7.92
opel,grandland x,2471.94,68.06
opel,grandland x phev,4051.55,12.52
opel,gt,2301.39,11.41
opel,gtc,5120.72,70.94
opel,insignia,2132.45,18.93
opel,kadett,5468.82,78.06
opel,karl,1411.18,14.16
opel,meriva,1411.07,33.26
opel,mokka,2444.5,10.35
opel,mokka x,1154.17,5.05
opel,mokka-e,4040.64,13.3
opel,monterey,1294.5,59.35
opel,movano,11361.55,72.45
opel,omega,1337.33,62.89
opel,signum,262.46692913372704,0.17120551924473493
opel,speedster,0.0,0.0
opel,tigra,1214.51,55.63
opel,vectra,1330.06,43.34
opel,vivaro,6120.09,35.55
opel,zafira,1579.12,48.18
opel,zafira life,18049.86,535.56
opel,zafira tourer,1607.99,12.43
opel,zafira-e life,0.0,0.0
peugeot,1007,907.4,20.69
peugeot,106,2049.52,100.41
peugeot,107,966.12,22.45
peugeot,108,1480.33,12.71
peugeot,2008,1910.18,10.75
peugeot,205,2503.21,51.14
peugeot,206,1138.43,45.45
peugeot,206 +,1126.56,21.14
peugeot,206 sw,807.54,44.08
peugeot,207,1229.67,27.78
peugeot,207 +,976.65,9.93
peugeot,208,1786.4,10.82
peugeot,3008,2026.04,8.22
peugeot,3008 hybrid,4666.62,12.04
peugeot,3008 plug-in hybrid,14276.396798756876,4.569946554193079
peugeot,306,1098.67,51.94
peugeot,307,1076.22,44.36
peugeot,307 sw,1113.63,52.06
peugeot,308,2012.67,21.87
peugeot,309,5650.0,2.5801666666666665
peugeot,4007,2617.61,60.59
peugeot,4008,5200.35,432.18
peugeot,405,405.52,21.63
peugeot,406,918.53,39.05
peugeot,407,1454.18,38.41
peugeot,407 sw,1318.37,32.48
peugeot,408,3181.5,7.19
peugeot,5008,2067.2,10.2
peugeot,5008 hybrid,10436.5,31.35
peugeot,505,2650.0,0.6563657407407407
peugeot,508,2118.69,11.74
peugeot,508 hybrid,7023.55,17.89
peugeot,605,1838.4776310850236,0.6992424242424242
peugeot,607,1570.75,50.03
peugeot,806,1348.22,138.6
peugeot,807,2146.15,47.41
peugeot,bipper,1332.27,23.0
peugeot,boxer,8658.82,100.0
peugeot,e-2008,3768.48,9.02
peugeot,e-208,4008.61,28.83
peugeot,e-3008,3177.49,5.12
peugeot,e-308,5311.8,12.91
peugeot,e-5008,5250.0,0.6943548387096774
peugeot,e-rifter,6841.63,26.69
peugeot,e-traveller,14725.85,135.43
peugeot,ion,2872.4012409287266,0.5444411897603058
peugeot,j5,3061.46,52.89
peugeot,partner,2404.33,34.15
peugeot,partner origin,2475.0,0.45233608306073103
peugeot,rcz,1684.84,9.77
peugeot,rifter,3305.71,15.58
peugeot,traveller,7474.58,21.41
piaggio,porter,944.3913383762051,0.4179276315789474
piaggio,quargo,2389.3281249943234,1.960153256704981
polestar,2,8552.4,17.99
pontiac,firebird,4142.783635431617,0.5067040132635969
pontiac,trans am,7591.885059061418,1.833909328817734
porsche,718,14839.0,12.91
porsche,911,18282.8,23.32
porsche,928,19425.04,36.86
porsche,944,4360.59,21.53
porsche,968,3120.1851796897495,0.10454782993895755
porsche,boxster,4371.53,13.16
porsche,cayenne,7579.09,18.77
porsche,cayenne coupe,10842.2,7.72
porsche,cayman,5899.16,10.3
porsche,macan,9540.98,38.71
porsche,panamera,11324.16,13.47
porsche,taycan,17694.89,17.67
renault,5,4395.01,188.72
renault,alpine,14142.13562373095,0.3333333333333333
renault,arkana,2027.71,5.24
renault,austral,3377.48,7.26
renault,avantime,1995.5,0.37437471852318527
renault,captur,1802.25,8.1
renault,clio,2186.45,24.36
renault,clio campus,1299.32,65.05
renault,clio iii,2408.56,106.13
renault,espace,3556.41,16.05
renault,express,532.16,34.66
renault,fluence,1508.44,20.85
renault,fuego,1600.0,0.32481203007518794
renault,grand espace,1594.29,37.69
renault,grand kangoo combi,4367.09,59.54
renault,grand modus,1810.4,58.94
renault,grand scenic,1475.85,18.71
renault,kadjar,2036.82,7.23
renault,kangoo,1909.65,44.44
renault,kangoo combi,3619.25,15.16
renault,kangoo combi e-tech,0.0,0.0
renault,koleos,1899.58,12.5
renault,laguna,1286.5,29.5
renault,latitude,2171.67,22.21
renault,mascott,8027.23,67.75
renault,master,9089.36,59.79
renault,master propulsion,9150.0,0.8658358208955224
renault,maxity,0.0,0.0
renault,megane,2974.34,28.75
renault,megane e-tech,3697.06,8.88
renault,modus,1613.19,39.12
renault,r11,1633.79,54.44
renault,r18,1385.83,20.52
renault,r19,1522.9,64.6
renault,r21,1364.5,37.15
renault,r25,1433.7208778404379,0.2571428571428572
renault,r4,2213.95,101.53
renault,r5,8217.3,64.17
renault,r6,105.0,0.03631720430107527
renault,r9,850.04,27.19
renault,rafale,0.0,0.0
renault,safrane,0.0,0.0
renault,scenic,1672.4,30.51
renault,scenic e-tech,23401.053513796243,5.861513990944853
renault,spider,1000.0,0.014928698752228164
renault,symbioz,1447.61,3.47
renault,talisman,1892.22,8.52
renault,trafic,6024.39,69.22
renault,twingo,2237.81,22.3
renault,twingo e-tech,2359.22,9.76
renault,twizy,2923.18,43.4
renault,vel satis,1961.0,97.4
renault,wind,0.0,0.0
renault,zoe,3028.57,23.31
renault v.i.,camion,9200.0,0.4849413676999884
rolls-royce,silver seraph,0.0,0.0
rolls-royce,silvier,0.0,0.0
rover,100,0.0,0.0
rover,200,1635.49,53.71
rover,25,268.0951323690902,0.14280855560847822
rover,400,2260.87,54.68
rover,45,544.15,33.38
rover,600,321.3545549700517,0.1997368375970763
rover,75,772.46,39.67
rover,800,550.0,0.348731884057971
rover,cabriolet,0.0,0.0
rover,mini,6105.83,52.14
rover,sd,4021.426985536353,0.7726785714285714
rover,streetwise,0.0,0.0
saab,09-mar,2900.1,44.6
saab,09-may,2678.5,54.34
saab,900,2495.26,131.71
saab,9000,0.0,0.0
santana,300,1034.04,14.32
santana,350,250.5,0.059153663415853965
santana,anibal,1898.9405434346806,0.22507920639970402
santana,anibal pick up,0.0,0.0
seat,alhambra,2532.33,20.5
seat,altea,1531.61,31.59
seat,altea freetrack,1070.74,14.73
seat,altea xl,1351.49,16.32
seat,arona,1503.01,6.51
seat,arosa,885.26,74.55
seat,ateca,1937.4,6.25
seat,cordoba,846.49,36.76
seat,exeo,2135.51,20.6
seat,ibiza,1636.36,29.54
seat,inca,456.53,27.19
seat,leon,2583.3,24.65
seat,malaga,1423.16,30.3
seat,marbella,1314.83,66.91
seat,mii,2813.8,21.68
seat,ronda,0.0,0.0
seat,tarraco,3095.61,6.52
seat,terra,1746.577669488407,0.8535799516572452
seat,toledo,1221.78,35.47
seres,seres 3,1500.0,0.03903043887492554
seres,seres 5,0.0,0.0
skoda,citigo,1481.2,9.58
skoda,enyaq,10098.65,21.87
skoda,enyaq coupe,4141.33,6.67
skoda,fabia,1488.82,18.57
skoda,felicia,3196.8734726291564,1.3606442577030815
skoda,kamiq,1813.08,5.79
skoda,karoq,2142.97,5.44
skoda,kodiaq,4522.18,9.83
skoda,octavia,3436.63,23.69
skoda,octavia tour,15542.09,146.12
skoda,rapid,2218.67,22.33
skoda,roomster,2881.77,36.85
skoda,s,0.0,0.0
skoda,scala,2309.66,7.5
skoda,scout,7120.04,127.22
skoda,spaceback,1503.07,9.51
skoda,superb,4662.29,25.21
skoda,yeti,1627.5,8.9
skywell,be11,5715.39,13.77
smart,#1,2998.22,6.63
smart,#3,3240.37034920393,0.07024029027799562
smart,cabrio,1173.8,29.14
smart,city-coupe,687.07,19.62
smart,crossblade,0.0,0.0
smart,forfour,1599.09,12.4
smart,fortwo,2491.06,21.57
smart,roadster,6291.01,45.22
smart,smart,1835.88,37.61
ssangyong,actyon,2709.38,87.59
ssangyong,actyon sports pick up,0.0,0.0
ssangyong,family,590.668171555645,0.1707084068195179
ssangyong,k4d,0.0,0.0
ssangyong,korando,3389.27,22.29
ssangyong,korando kj,1831.93,22.99
ssangyong,kyron,1942.53,41.77
ssangyong,musso,3400.67,93.14
ssangyong,rexton,2101.69,24.36
ssangyong,rexton ii,1485.27,25.52
ssangyong,rodius,2659.95,81.61
ssangyong,tivoli,1728.02,9.18
ssangyong,tivoli grand,3515.73,15.53
ssangyong,torres,3291.76,8.43
ssangyong,xlv,5303.19,59.78
subaru,b9 tribeca,2054.8046676563254,0.7369420702754036
subaru,brz,12681.72,33.87
subaru,crosstrek,3667.42,7.91
subaru,forester,3907.21,103.48
subaru,impreza,9928.27,119.19
subaru,justy,0.0,0.0
subaru,legacy,3724.71,43.19
subaru,levorg,3646.98,15.79
subaru,outback,3251.67,33.07
subaru,solterra,165825640328.6,300657526.1
subaru,tribeca,2083.266665599966,0.17408871321914798
subaru,wrx sti,8045.06,20.14
subaru,xv,1487.14,6.05
suzuki,across,5251.92,10.41
suzuki,alto,1664.04,33.54
suzuki,baleno,4862.46,96.92
suzuki,celerio,621.4096877262214,0.06247277924413364
suzuki,grand vitara,2902.04,42.01
suzuki,grand vitara xl-7,1558.9206379914135,0.20797927515306913
suzuki,ignis,3560.31,30.36
suzuki,jimny,2850.71,26.48
suzuki,kizashi,955.0,0.07417737203064903
suzuki,liana,50.0,0.035759897828863345
suzuki,s-cross,3141.53,14.62
suzuki,samurai,2680.76,90.55
suzuki,splash,1334.829108912448,0.34037811380055305
suzuki,swace,3575.79,13.73
suzuki,swift,1448.72,12.66
suzuki,sx4,1533.59,25.72
suzuki,sx4 s-cross,3526.9,18.99
suzuki,vitara,1995.64,35.52
suzuki,wagon r+,200.0,0.08761904761904762
swm,g01,3791.68,13.66
swm,g01f,2991.78,12.52
talbot,horizon,0.0,0.0
talbot,samba,0.0,0.0
tata,aria,8573.214099741122,1.261111111111111
tata,grand safari,1470.89,97.25
tata,indica,499.76,24.99
tata,indigo,0.0,0.0
tata,safari,600.0,0.16193181818181818
tata,telco,1405.6790371758254,0.23220968235975234
tata,telcosport,200.0,0.10101010101010101
tata,tl pick up,0.0,0.0
tata,vista,505.97,13.39
tata,xenon,1600.0,0.1312169312169312
tata,xenon pick up,0.0,0.0
tesla,model 3,5440.89,10.97
tesla,model s,7634.6,16.49
tesla,model x,9649.57,15.88
tesla,model y,6554.62,12.85
toyota,4runner,3966.19,85.69
toyota,auris,1334.33,9.64
toyota,avensis,1336.35,23.36
toyota,avensis verso,300.0,0.08391608391608392
toyota,aygo,1034.51,19.23
toyota,aygo x cross,1926.67,7.63
toyota,bz4x,2772.29,5.21
toyota,c-hr,2198.3,6.3
toyota,camry,1564.46,3.87
toyota,celica,3568.77,35.18
toyota,corolla,2131.14,11.13
toyota,corolla cross,2960.74,6.86
toyota,corolla sedan,7429.47,73.61
toyota,corolla verso,1064.24,17.91
toyota,dyna,18751.57,300.64
toyota,gr supra,1955.0,0.034371884562434715
toyota,gr yaris,2000.66,3.33
toyota,gr86,5911.03,14.39
toyota,gt86,7520.98,38.3
toyota,highlander,20900.47,141.72
toyota,hilux,5372.46,24.13
toyota,iq,2053.47,39.44
toyota,land cruiser,6007.15,90.84
toyota,land cruiser 100,7930.47,34.16
toyota,land cruiser 200,8294.388163089548,0.24070072746543336
toyota,land cruiser 80,12509.04,557.26
toyota,land cruiser 90,5321.97,27.18
toyota,mr2,1501.45,16.68
toyota,paseo,1353.3908033774526,0.54024369196783
toyota,previa,925.0,0.2773060796645702
toyota,prius,2097.64,18.2
toyota,prius+,3407.43,13.23
toyota,proace city,6286.3,67.18
toyota,proace city verso,3766.32,11.98
toyota,proace verso,6650.18,20.03
toyota,rav4,2679.3,13.48
toyota,supra,8999.63,42.6
toyota,urban cruiser,1628.9720685143745,0.22964388950776934
toyota,verso,1644.59,16.02
toyota,yaris,1408.87,11.88
toyota,yaris cross,2255.04,6.19
toyota,yaris verso,0.0,0.0
umm,100,3250.0,0.375
vaz,215,0.0,0.0
volkswagen,amarok,11164.66,140.08
volkswagen,arteon,3576.32,8.74
volkswagen,beetle,4084.93,19.1
volkswagen,bora,943.03,39.56
volkswagen,caddy,3588.23,23.08
volkswagen,california,7675.5,17.08
volkswagen,caravelle,4694.74,34.92
volkswagen,cc,2669.99,12.37
volkswagen,corrado,4051.82,16.55
volkswagen,crafter,9869.11,210.92
volkswagen,e-up!,2711.36,19.48
volkswagen,eos,2823.32,23.09
volkswagen,fox,394.09,8.86
volkswagen,golf,3416.17,28.6
volkswagen,golf plus,1316.28,16.31
volkswagen,golf sportsvan,1671.91,8.68
volkswagen,grand california,6241.435632128237,0.07494869508600524
volkswagen,id. buzz,2743.05,5.73
volkswagen,id.3,3480.98,7.58
volkswagen,id.4,9447.38,134.75
volkswagen,id.5,18836.69,136.22
volkswagen,id.7,2988.76,4.6
volkswagen,jetta,1569.62,48.31
volkswagen,lt,9908.02,105.08
volkswagen,lupo,1260.54,69.75
volkswagen,multivan,5809.83,15.04
volkswagen,new beetle,1887.77,32.37
volkswagen,passat,2307.38,23.6
volkswagen,passat cc,2566.89,89.78
volkswagen,phaeton,3095.72,52.56
volkswagen,polo,1815.3,16.95
volkswagen,santana,0.0,0.0
volkswagen,scirocco,4185.01,18.66
volkswagen,sharan,3005.76,21.03
volkswagen,t-cross,1932.01,6.52
volkswagen,t-roc,3018.04,7.92
volkswagen,taigo,2995.02,8.79
volkswagen,taro,0.0,0.0
volkswagen,tiguan,3728.05,10.75
volkswagen,tiguan allspace,3926.32,9.16
volkswagen,touareg,5212.12,25.52
volkswagen,touran,2471.21,17.4
volkswagen,transporter,6467.36,51.18
volkswagen,up!,1296.96,11.55
volkswagen,vento,978.72,68.8
volvo,240,1551.54,66.53
volvo,340,0.0,0.0
volvo,360,0.0,0.0
volvo,440,350.0,0.3354166666666667
volvo,460,326.7518171334323,0.1828670856610801
volvo,480,1638.596960817394,0.8147576530612244
volvo,740,2333.809475228573,0.7243325705568268
volvo,850,1546.0,149.03
volvo,940,1603.46,31.78
volvo,960,0.0,0.0
volvo,c30,1398.61,16.04
volvo,c40,10360.94,110.76
volvo,c70,3881.23,62.1
volvo,ex30,4415.98,7.94
volvo,s40,1531.63,74.04
volvo,s60,2421.25,38.02
volvo,s60 cross country,0.0,0.0
volvo,s70,1922.94,90.18
volvo,s80,2336.35,77.95
volvo,s90,4746.24,29.12
volvo,v40,1490.35,9.18
volvo,v40 cross country,2226.92,11.84
volvo,v50,1559.66,44.57
volvo,v60,3373.42,8.69
volvo,v60 cross country,2311.68,5.92
volvo,v70,2135.32,110.4
volvo,v70 xc,390.46980250291654,0.15396865125970421
volvo,v90,3774.88,7.66
volvo,v90 cross country,3585.4,6.77
volvo,xc40,3443.84,7.01
volvo,xc60,3691.89,7.65
volvo,xc70,3094.96,17.4
volvo,xc90,3486.12,15.2
yudo,3,5172.17,20.43
zhidou,d2s,4320.0,0.3332769279425638
